patient_id,full_name,birth_date,gender,ssn,diagnosis_code,treatment_start,email,country,insurance_number,chronic_condition,notes,last_visit_lat,last_visit_long,referred_by,blood_type,phone
fb69252f-73ea-458d-bba1-4edec6293f40,Brenda Figueroa,2013/03/28,,872-88-1378,???,24-07-2024,danielwebster@gmail.com,US,FDLJ96642594564208,maybe,President thing loss place. Key fall way like after organization. Media at into.,88.93768,-10.05231,Ronald Smith,,001-042-169-6574x1687
1dc4fb69-feed-41b9-a531-05956fa079c7,Caitlin Hayes,1964/03/14,M,XXX-XX-XXXX,E11.9,29-01-2024,mckinneyrachel@yahoo.com,BR,DYAL01394318806841,Y,Sure paper most admit customer raise bag. Really standard song away cup. Try hospital member similar nice fine just.,30.456,-20.07736,Brian Martin,Unknown,001-450-193-1158x529
1489027c-ac67-4e72-9ea1-93c79deeacc5,Timothy Smith,1986/02/13,,496-14-8561,E11.9,16-11-2024,friedmangregory@moore.biz,123,ZSPK50028287537537,maybe,Simply matter east view goal system next. Site table agreement my.,3.04066,-81.39784,Robert Humphrey,O-,344-247-4477x5587
64523e21-1115-4c8d-9d64-7fc80240e6ab,Steve Mcneil,2014/05/22,Unknown,382-79-4241,I10,05-12-2023,justin08@johnson-martinez.com,CA,,Y,"Form about why series. Feeling anything trial.
Purpose movie turn instead picture small light. Without environment safe house home.",56.55952,-30.84339,Brandon Lozano,A+,239.974.1796x93439
6a06957b-741b-4e8f-a403-d35633378409,Cody Miller,2001/07/29,F,080-42-1810,E11.9,24-11-2024,tmorris@yahoo.com,DE,,1,Free happen form exactly blue others market. My north military feeling prepare still. Forget rather summer.,-83.26674,-149.52519,David Brady,A+,268-385-4861x460
7782ce9d-1a75-4d4f-afe2-9aec237581ba,Robin Horn,1945/02/27,M,080-90-5820,???,11-07-2024,debrareyes@mccann.com,123,IAJQ29807988717072,N,Some standard least. Policy coach herself thought decade special mention window. Choose reality computer serious discuss already theory trial.,-66.93113,17.45963,Kenneth Smith,B+,736-065-7164x562
5c646fec-8a2d-46e4-9cad-92c500575e8e,Taylor Morgan,1992/05/13,Unknown,209-75-8429,CXX.99,17-09-2024,carrdouglas@moody.com,CA,NVHY17906861183189,Y,Scientist cell reflect Mrs. Raise product represent happy.,-7.34545,-33.39806,Kenneth Anderson,O-,(778)668-3823x41481
75aa459d-e212-4d99-a10c-faac5ac5497e,Todd Gutierrez,1937/09/18,O,317-22-7370,J45.9,15-01-2025,lmiles@hotmail.com,DE,,0,"Direction resource expert standard. Who treat energy national worker four which. Letter listen send.
Tree audience approach cover design.",-37.48005,71.29368,Matthew Gallagher,B+,001-514-555-1763
77d39fdd-0e87-4dc7-9b94-3d9e2064d680,Brian Johnson,1955/05/03,Unknown,160-18-7982,J45.9,03-09-2024,wrightanthony@yahoo.com,123,BFMX93928402460848,,First fill dream laugh. Specific system fill population black offer. Pretty age affect.,73.11481,2.59251,Jennifer Johnson,B+,164-501-4199x08957
0a1af92d-8d54-4c5b-9c9e-0e48c6287877,Pamela Willis,1947/09/13,Unknown,881-69-9460,Z00.0,30-08-2023,david20@hotmail.com,FR,WMGZ02801004406412,N,Play choose forward hold. Serve town money this politics. Level story expert.,6.43015,65.21071,Bryan Peters,,000-0000
96c98e49-37ce-4914-9180-ad330eced3a2,Kayla Fox,1931/12/20,,391-08-1305,I10,23-05-2024,douglashansen@webb.net,BR,,Y,,-31.60903,-114.33056,Jack Shelton,AB+,(845)063-1205x128
20456d95-2071-42a7-9c0b-f2f2d3ea2a03,Catherine Jimenez,1948/09/01,M,840-15-4413,CXX.99,29-04-2025,scott07@gmail.com,DE,VVHN20329001152853,No,Wear shake drug particularly. Blood young management argue participant. Similar interesting program speak around expert feel.,46.62431,80.38239,Latoya Bennett,AB+,498.983.6593
2c17dd66-95f3-49f4-86b0-5f089ff252fd,Stacy Burch,2001/07/10,F,850-09-7662,E11.9,08-05-2023,hamiltonjoshua@gmail.com,123,ECZM57541521136957,Yes,"Change mention less section. Article heart none. Hard business radio view soldier call.
Plant feel general raise community alone.",-1.64759,-147.59026,,Unknown,932-881-9159
b9974489-32a7-41eb-9d74-1b61a51c9322,John Carter,1932/06/17,M,401-80-2224,,08-10-2023,hendersonsarah@hotmail.com,US,OBPL91860357971467,No,Start write less opportunity. None while notice able. Ask become story pay. Control stuff read American.,16.84568,150.459,,AB+,(791)191-8733x0956
95ca7516-636e-4fbb-a953-57fcb96aad35,Samuel Wiggins,1942/07/30,F,032-96-4371,J45.9,17-07-2023,qlee@banks.org,DE,UADV93095607027663,Y,Herself know low imagine draw nearly almost. Society economy the color political.,52.98144,31.69904,,A+,000-0000
49e1cc1d-63c8-4572-bd12-5d328346b421,Hannah Scott,2003/08/25,O,287-23-9499,Z00.0,22-01-2024,qsmith@johnson-gross.org,BR,FZTK54203126520008,Y,Show start camera stop before final college. Above keep television inside opportunity admit. Phone lead five figure worker.,85.05783,66.77496,Ronnie Rios,,001-376-000-6941x1852
fdce692a-cc3b-4b48-b8a3-684c08199b17,Stephanie Armstrong,N/A,O,551-68-0060,Z00.0,07-09-2024,nicholasjones@morris.com,DE,UMMA57851900798102,1,,13.00398,-177.61339,,AB+,+1-262-304-9321
e04c0806-3688-403c-ba87-b2abd2092da6,Karina Morris,1954/10/23,Unknown,838-49-8904,C34.1,12-06-2024,rlutz@gmail.com,US,FRAZ29342674728446,,,34.72439,-74.41815,Nathaniel Tucker,AB+,351.305.1911x6515
8a04bc9d-df0f-47ff-b038-5f16ba7e4776,Mrs. Marisa Barajas DVM,1993/01/25,M,379-32-6137,F32.1,03-09-2023,rebeccagonzalez@nguyen.com,123,EVHY94480470329451,maybe,"Skill cut exactly seek. Total set first class hear man appear.
Road property ok magazine sound. East before care experience.",-30.16804,105.15117,Alexander Moody,A+,(623)746-7743x81637
db4316cb-3c8a-4c7b-b023-d949437d0e35,Michael Olsen,1937/04/06,F,095-22-7965,Z00.0,10-03-2024,wguzman@gomez.com,DE,QQXN10970540352914,1,Even once hair them discuss wish buy. Dog himself president pick respond cup indicate. Tree tell sort world.,15.98775,-23.31553,Peter Morris,,000-0000
1901bd59-2efb-4820-90ea-df57a527b271,Derek Macias,1944/03/13,M,152-25-6762,Z00.0,25-11-2023,hotmail.com,US,JWWX58045437874556,Yes,,86.60313,157.56379,Amanda Marsh,B+,810.896.4880
2a2debda-a0d9-48e6-b116-9df39a3bac40,Sarah Horn,2022/06/04,Unknown,081-31-5758,J45.9,06-06-2024,edwardsmichael@hotmail.com,123,QWRD81286443790058,N,Carry position coach your stop between. Line tend industry policy nearly. Officer upon number why little.,18.1189,67.62467,Ronnie Black,A+,1018150110
eaaff722-71d1-49c7-afc9-96f97c3ae525,Daniel Aguirre,1999/06/22,F,690-90-8662,Z00.0,01-11-2023,dawn01@hotmail.com,DE,ECQT68437594226075,Yes,Contain party sign after agent forget least.,-28.32509,-40.54982,Deborah Collins,Unknown,001-165-459-7096x77914
5cb958d7-fd49-4c59-a165-753f28f12494,Mary Mcknight,1961/03/09,M,861-37-7586,J45.9,16-10-2024,leahwilliams@hotmail.com,123,POYQ81510445212858,N,"Second anything meet view culture production. Open participant however sister happen.
Social indeed suddenly pick buy media most.",-76.7338,65.16381,,A+,315.953.1955x496
72ffbc22-eb59-4240-b773-47a784b2d806,Carl Blair,2012/01/10,Unknown,679-79-3951,,24-02-2025,robert98@herrera.biz,123,LMJI22782586394562,N,Him create especially writer cover little true price. Less himself him space that. Present such strategy.,39.51239,-132.26393,Benjamin French,AB+,(068)808-3155
c142d4c5-26d2-4d05-921b-0b98a57238f8,Katherine Morris,1932/06/12,,658-84-8160,Z00.0,01-01-2024,wmartin@hotmail.com,US,EYNS19457501115573,Yes,Two culture him happy. Good economy western. Identify police black how.,-34.96701,-84.97004,,O-,9058295604
dcd2f860-a834-4583-8b28-51670366dbe0,Denise Davis,1966/09/29,O,882-50-9698,J45.9,23-01-2024,gsanders@gmail.com,CA,SHZI76553161633340,maybe,Machine rate occur girl if night. Figure else charge only close miss key.,-39.81056,-136.41038,Stephanie Nunez,AB+,7333562176
a2bdd0cc-e53f-4838-882f-dbd364f9ed3d,Megan Clements,1993/12/28,,373-30-9283,CXX.99,07-08-2023,kimberly44@gmail.com,DE,DQPZ53016209195196,maybe,Glass place authority after current baby suggest. Least news fly price whose computer.,-48.24987,148.64828,Ann Haynes,B+,000-0000
c524de14-0865-4bd2-9f68-bba8723ff124,Edward Frederick,2007/04/26,O,080-73-9055,F32.1,21-06-2024,jordanmichael@wright.net,123,SGNY14496390768489,maybe,,-7.55253,-17.01671,Kelsey Smith,B+,772.176.8641
15b86020-0e4f-4998-8bbe-c0af6ab8a0ae,Tracey Herman,2019/01/24,,039-50-9785,E11.9,15-04-2025,george41@barber-garcia.com,123,TBTJ16795103472124,maybe,,-80.13365,-65.66192,,Unknown,(612)893-6905
dae6bfb4-86df-4570-8c78-0ca3874fbd63,Jeffrey Gillespie,2008/07/21,O,491-92-2568,E11.9,01-11-2024,awerner@lee.com,DE,ZVXO75088475089611,Yes,,-15.49708,161.87065,Evan Payne,A+,260.546.9621
252f5c3d-4804-4705-93ea-702a03da06fb,Darius Garcia,N/A,O,034-93-2643,???,21-11-2023,kennethallen@hotmail.com,BR,HMMD53354127004285,No,,27.72864,44.67052,Bryan Erickson,Unknown,001-801-808-0249x663
f653003d-6a2a-4572-a992-0c6e55823d82,Katherine Harris,1951/03/16,Unknown,459-03-2580,???,24-01-2024,sarahking@baker.org,BR,FVEU11111699821895,1,Into thank important. White fall church institution learn each stage.,55.78381,113.21009,,AB+,645.659.4921x6207
02a2a8f9-b44d-4e40-be3e-de6694dbd64c,Matthew Leonard,1965/08/17,Unknown,349-70-1557,,17-01-2025,cooperjoshua@yahoo.com,123,RXSV03397155376130,No,Area south gas cup include recently movement.,-48.16217,-98.47338,Erin Smith,O-,9973334839
04ee858e-dd18-486f-94b6-4f725be04d12,Nicole Wright,2001/09/08,M,789-12-9518,I10,18-06-2024,kelly98@woods.com,FR,WKVE19761654203423,,You rise chair really.,19.80752,-35.13598,Shelley Hernandez,B+,001-677-890-3886
c1255ce0-d121-413e-b8cc-1226bdafd333,Marc Williams,1926/04/24,O,731-13-4350,F32.1,10-05-2024,nelsonerik@gmail.com,CA,PFSC52050043089748,0,,-66.24791,54.99211,David Matthews,A+,(299)361-8318x58177
882faee3-ae34-4236-acf3-afe0063f9226,Rachael Powell,2019/04/27,M,014-45-0519,CXX.99,28-05-2024,justinhahn@gmail.com,DE,WIPF44346740716325,Yes,Into space green. Court join reach third life water. Determine opportunity everything.,52.17418,32.11963,Timothy Heath,B+,348.491.8943x4082
53a27d6d-95df-401d-83ba-69db0a752922,Vincent Burns,1938/09/20,M,103-85-7044,Z00.0,16-06-2023,edwinyoung@yahoo.com,BR,AFBD18543196742801,Yes,"Play find network home somebody. Source door where summer expert main.
Too control here court shoulder. But ball spring can.",18.19971,135.55964,,B+,000-0000
0af1af6f-158a-42a9-8662-6d2ec089f304,Mark Heath,1936/03/19,O,740-88-3456,C34.1,03-11-2024,heatheranderson@bradley.org,FR,UTUV37781717435579,1,"Major lawyer occur suddenly price worker three theory. Expert hear whom market performance.
Remember hand mean there beyond.",-63.82955,-27.66425,Patricia Mcgee,A+,005.882.9167x168
dc466a0d-1349-4dfe-87dd-ac4e2b65bfba,Kathy Williams,1986/11/04,Unknown,816-34-1542,J45.9,20-04-2025,manningemily@thomas.com,123,YUET34258609165858,1,"Piece foreign finish business month. Member off interview feeling. Stuff election meet.
Teach society put age defense.",-86.41381,18.50793,Jeffrey Mendoza,B+,8372560056
cc664ce4-6bda-46f1-b574-4864267250a0,Jody Rangel,1973/09/12,M,667-40-1330,I10,09-02-2024,lawrencethomas@gmail.com,,SFBE05708194051073,Yes,General trade into begin consider opportunity. Receive fact where cell fear affect. Pm bad science responsibility and marriage.,-39.35845,-174.99967,,B+,000-0000
4a1c59df-17b4-45b6-9bac-9257f9ca325a,Danielle Miller,1945/02/15,Unknown,859-92-8067,I10,21-02-2025,leonnicholas@washington.com,CA,KISZ11988441986271,,"Pay town part prepare election just.
Worker guy past cost. Suddenly century crime special wait window. No level house away part build you sell.",70.77803,-49.67859,Roger Rollins,A+,000-0000
4d53e395-e306-46a8-ad7a-860e7143354f,Isaac Tran,1932/06/08,M,288-71-1220,CXX.99,06-04-2025,cindyballard@cox.com,BR,KCJC30525764431835,,,31.47589,-152.5946,Megan Kelly,Unknown,001-445-415-8662x191
4f11bc5d-f129-410d-9f22-098b6a320d76,Jessica Cunningham,2024/11/24,,694-63-6006,C34.1,21-11-2024,ubridges@hotmail.com,123,TVLH97340971600339,N,Including view how own street scene. Piece up after life organization. Raise think opportunity loss win career.,56.75487,-85.62635,,,+1-089-655-2694x26491
9e7eaaac-8880-42a8-af6e-a14ac6f604c9,Karen Schaefer,1963/04/27,F,709-35-9115,CXX.99,27-09-2023,paulanderson@thompson.net,,BPKU75873385916036,maybe,Find itself teacher another blue. With able discuss call cut person. Event relationship tree size remember. Hundred suddenly present.,2.01297,120.84785,David Gardner,Unknown,+1-579-305-2718x31948
fa6161ef-c92c-4439-b35b-ccf6f130a429,Yolanda Ramirez,1959/04/26,O,562-31-9754,J45.9,13-10-2023,garrettatkins@conner.info,US,EZPR19492204737722,1,Knowledge fight task. Single what ready likely perform address turn.,0.53833,84.6851,,,(294)295-0495
c8e83907-66f4-4071-a627-2c345971f3e8,Michael Bradford,2007/05/01,F,362-03-0225,E11.9,16-04-2024,thomasjessica@hill.biz,FR,AOGC45838333328793,,Bill particular American drug area present. Member couple accept place young stage. State race PM wonder house behavior.,-75.94563,-158.59569,Lisa Young MD,,3443378656
859d4ec0-adfe-4302-b7e2-31412987da70,Natasha Garcia,2011/09/08,M,741-93-8495,Z00.0,25-10-2024,kellynewman@yahoo.com,,VCPZ80664129009433,0,,-89.80941,-137.21999,Michael Russo,AB+,958-996-7337x54825
ae861640-e8d8-44db-9dcc-4274f9c67d0b,Tonya Hurley,2016/08/06,,164-61-7085,F32.1,20-03-2024,tyler14@gmail.com,DE,,0,,-86.9643,30.40453,,,0553947334
34ec906a-72cb-4f86-8c66-9c4fa8e52b5c,Tonya Rodriguez,1939/09/21,O,164-53-3743,E11.9,24-02-2024,stephenjohnson@reed.com,CA,,0,Trouble water can prove staff laugh. Suddenly six concern policy down. Until owner everyone crime great interest.,14.72924,125.68761,Dr. Angela Martinez,B+,(218)823-3617x625
a2eb1525-111f-4841-af6c-e661617167a9,Cassandra Nguyen,1977/03/14,F,699-01-2814,I10,02-01-2025,hannah79@hotmail.com,FR,LDSP22343297959868,0,High long worker. Either interesting tend who imagine significant wait machine. Among piece move put always must. Them reality to.,79.08296,80.93735,Omar Hall,O-,+1-269-187-9864x01578
e68fb98b-6b01-4f72-92f9-144c6fa4c804,Jennifer Owen,1954/07/07,Unknown,667-15-4541,Z00.0,16-05-2023,nancy63@robinson.com,,JNUR29352761095702,N,Performance official yard red later large. Seat human either future light national. Live station lawyer.,18.42522,98.23677,Lynn Moore,A+,2423907228
4ec46763-53ea-4d21-8eff-4880e4d556e5,Brenda Peterson,1944/04/11,,360-17-5515,Z00.0,06-09-2024,zmcdonald@yahoo.com,DE,DPKX47330147892911,Yes,Present find rest who. Ever action my score different. Blue near base remain identify national give business.,11.85585,-6.37312,Daniel Scott,Unknown,+1-195-114-4964x05651
7ecd6e11-b4fc-421b-a145-33db45768b9c,Haley Mcdaniel,1937/04/16,F,XXX-XX-XXXX,C34.1,19-06-2024,christinelee@yahoo.com,123,DXKE86227267609247,1,Particular year today minute. Admit such break particular quickly. And because cup song building whom amount relationship.,52.82452,69.05741,,AB+,(448)701-1055x362
cfd35142-6d9f-4ceb-a067-a16b80f91461,James Miller,1954/08/08,Unknown,681-32-9451,Z00.0,26-02-2024,wilsonheather@blair.biz,BR,,N,News black per white movie sea attack. Represent think around which. On social start.,-9.44836,158.14575,Cynthia Martinez,Unknown,149.149.5779x646
63f94855-60b0-4da4-b31e-cc76ae3b2dcd,Lisa Shelton,1953/03/16,O,526-83-4844,CXX.99,06-11-2024,gonzalezgregory@mack.com,US,TBDI06755828347616,Y,,-17.92999,141.91777,Tim Camacho,AB+,454-744-8785x23664
534e6f40-bb16-4063-b432-9ee5ecf9998a,Kyle Young,1940/05/10,M,615-19-1189,F32.1,16-09-2024,pfisher@gmail.com,BR,XLGQ76732098373783,Y,,-36.38301,105.99347,Lindsey Peterson,B+,000-0000
35db6a9e-4923-47c0-868c-f86ca1616003,Eric Robinson,1938/10/06,M,452-73-6954,C34.1,12-12-2024,roykeith@gmail.com,,WKFE26935301275258,No,,-79.57358,-109.49099,Mrs. Erica Joseph,O-,827.443.1027
7ff43267-89dd-43bd-8960-8f44975b9187,Andrew Galvan,1934/10/11,M,205-34-5001,F32.1,07-03-2024,wmartin@yahoo.com,US,GXYO75529259433261,,South pattern simple head or before rise. History response spring yes support herself opportunity.,-14.34674,-5.97025,Denise Harrison,AB+,780.429.0841x84384
93d89786-92df-4ac0-b455-a0dcb805299c,Joseph Berg,1951/07/02,F,445-40-3566,,05-06-2024,rebecca73@hotmail.com,,,N,,33.24462,142.21567,Douglas Brown,A+,854.552.1509x856
d230a174-ab44-46c0-bc9d-40a0c437ecf0,Angela Owen,1963/06/18,Unknown,444-32-3024,CXX.99,23-06-2023,michael40@yahoo.com,CA,ZPSV96956722390906,Yes,,81.85589,-73.72579,Carol Giles,AB+,890.154.4795
8a1ab2da-2b98-4ea7-9942-658499960b18,Justin Durham,1973/03/31,O,325-24-1415,E11.9,15-01-2024,gmail.com,FR,PWME59851083151200,N,,-1.66765,-103.58649,Kelly Perry,B+,895-330-7937
7ba3a8b2-8628-41ed-bbb5-bb1f12bcf36b,James Young,2009/03/14,O,807-99-7825,E11.9,21-09-2023,ucarpenter@davis.com,US,NQRF01905378334423,N,Benefit family together boy power care board. Investment program similar put contain. Top listen term stand recently compare night.,-8.43686,11.38828,Amanda Wright,A+,327-212-9527x4050
9ccb041c-1001-4c80-aa02-c3f2010859d4,Joy Lee,1968/09/29,M,806-61-2486,I10,19-03-2025,gmail.com,,DECE15986341812546,Yes,Make away room want. Meeting job season new push. Late industry message and life price.,27.95442,-15.80393,Mrs. Michelle Mckinney,AB+,078.663.9304x37009
fb19ee96-0cb2-4717-8f17-691424cffec6,Victor Barnes,1993/01/20,Unknown,770-74-7283,CXX.99,08-01-2024,tschultz@lambert.com,FR,PKUN11557282412539,Yes,Successful get act could music provide same someone. Ready baby drop possible space fine score. Close couple doctor anything article senior major.,55.0001,-99.02923,Michael Rojas,,519.350.0230
1a5e082a-336c-481f-952f-bf97bd1b8a26,Jesse Oconnor,1985/06/18,O,703-30-7958,C34.1,11-04-2025,gmail.com,DE,UMIW80719832467550,N,He decide apply radio car suffer price. Artist much brother turn indicate listen.,79.48295,10.53133,Sabrina Watson,AB+,001-423-295-3792x2527
be62555d-92b5-4f40-827a-600eceb4c385,Michelle Hill,1963/02/14,M,839-87-1290,F32.1,14-04-2025,dawsonmercedes@hotmail.com,FR,KNQI60220042765952,Yes,,57.20888,-117.32499,Charles Flores,A+,000-0000
f1996df7-ae96-49af-b32e-b71196c51a1f,Laurie Cain,2011/12/31,Unknown,428-76-5154,F32.1,12-01-2024,wallen@lewis.biz,,NNUP93978397057378,,"You professor use lawyer. Rock key off.
Shoulder side pick local relate then score. Nice here soldier moment boy fact.",52.18239,-147.83032,Michelle Wong,Unknown,000-0000
e5f3a1c3-b17c-46dd-9b63-bc8a6d71290b,Corey Fuller,2022/06/08,Unknown,798-58-6390,I10,07-01-2024,wtaylor@yahoo.com,US,LWVU23540013475162,0,Wonder beautiful agency though expect dinner spring. Establish every remember suddenly believe play entire inside.,-73.84835,108.54274,,AB+,+1-633-869-6651x4941
2122e532-eee0-47c8-99a8-18d18095ded8,Ryan Howard,1996/12/29,M,195-56-2028,E11.9,08-10-2024,dominiquemartin@yahoo.com,FR,SZKB60479159639122,Yes,"Real fly so surface. Main bit director. As including customer need short.
Court add financial enjoy call moment. Too computer heart body while.",34.44744,76.85323,Richard Bradley,A+,000-0000
347aae0b-241c-46b4-8c5f-1de958eac63c,Ricky Harris,1992/07/08,,XXX-XX-XXXX,F32.1,30-12-2023,wilcoxheather@gmail.com,BR,AMBT39253751213085,maybe,"Deal majority like night story end. Rock but morning.
Certainly see material north girl plant public south.",-67.16332,-144.02749,Cassidy Robertson,,329-344-3631x604
084954b1-fd2e-40b4-92d4-a843d37d4dfb,John Brown,1927/09/21,,736-22-7024,C34.1,31-12-2024,amylopez@fuller.org,123,BMHG36091289880631,,Line song approach check short claim. Trip key everything body.,85.35171,148.62935,,B+,000-0000
192b2ebd-557c-4c45-aad4-44b052392862,Mr. Mark Cowan,2024/09/17,F,252-46-9882,???,27-03-2024,yahoo.com,123,,,"Shake bar service success window career ground.
Station away cause relationship. Piece Mrs consider society. His leg speech.",4.67632,-24.06816,Alicia Khan,,(891)136-6880x789
067190d6-e72a-4307-8b95-63017c01845c,Alicia Goodman,1928/06/08,Unknown,350-81-6348,Z00.0,28-09-2024,nelsonandrew@gmail.com,BR,IQAS09654112100540,0,,-6.00956,171.72193,Dan Hansen,B+,461-021-6185
48ee2bd3-79f5-42dc-b797-589d36eda027,Elizabeth Reyes,1980/05/15,,827-08-9591,???,17-10-2023,kimberlyturner@morris.com,CA,MGCA23760201631781,0,,22.76792,-41.13133,William Bass,O-,001-294-316-8042x7547
60ba6afc-9238-408d-8f96-70f0c6b1ca11,Debra Mcdonald,2024/06/25,Unknown,538-68-6016,E11.9,15-06-2023,tbrown@white.com,US,RQUE81860616577492,0,Present determine bank game church. Camera budget it usually. College note commercial baby west speak.,83.92465,64.39871,Aaron Wagner,A+,114-234-3891x357
b794569d-db5f-4cff-b333-dddf5279c833,Christopher Rodriguez,1964/04/20,M,456-69-8022,,31-03-2024,mhansen@yahoo.com,CA,PIST90143346618669,Yes,Beat mother democratic north world. Writer economy too eight one certain. Cover board focus. Traditional source star garden meet never.,-2.22046,-3.12888,Emily Goodman,Unknown,001-901-000-4407x2491
d6238684-f6e1-4ffb-8de2-004a345ccf9e,Melissa Barnes,1961/11/08,O,439-92-8795,Z00.0,17-03-2024,johnsmith@gmail.com,CA,YXMA86662762369382,1,,-67.37313,92.43446,Dr. Amy Morrison,Unknown,034.533.0526x90458
c54545fd-b2f0-4c02-b536-71b0d05478d1,Andrea Hunt,1926/11/08,M,447-91-1730,CXX.99,06-04-2025,tannerhoward@perry-contreras.com,FR,SVZL72892552953937,,Particularly book move pick traditional church. Care recently those author industry cost. Nothing structure ago.,29.0951,104.96541,,Unknown,(413)247-1069x6375
40a3564f-5fa0-4dfb-8c37-73e9a7de258d,Daniel Hutchinson,1976/11/16,M,433-25-5802,J45.9,12-05-2024,brett10@hall.biz,123,VASG49294541166476,,,-11.67865,-157.95477,Amber Ortiz,Unknown,(456)205-2242x70012
6916bb76-ec2c-46cc-abbe-48def9dcb0e1,Arthur Hawkins,1989/03/10,F,385-59-7132,I10,14-10-2024,mrich@yahoo.com,US,KYXH72701284568197,maybe,"Spring include computer.
Discover commercial Congress paper bar. Buy feeling it manager break group matter.",-73.01911,13.24105,Kimberly Figueroa,O-,000-0000
c3ed2d1b-9d0f-46ef-a3cd-39efeccbea01,Jill Medina,1947/10/06,Unknown,431-55-0216,J45.9,28-05-2023,castroshelley@gmail.com,,HGRE51304119415051,maybe,,39.46195,49.82135,Rachel Martin,B+,000-0000
ca0e689f-ffc7-4f2d-b952-36bd0b8ec606,Jordan Booker,1958/08/02,,671-51-3009,E11.9,28-02-2025,wagnernathan@gmail.com,DE,YYTF79605060499814,,,-4.18021,-105.93627,,O-,4428868576
e834f13f-5bb3-4cdb-ac8d-eb38d0971ef4,Timothy Torres,2014/07/29,,283-50-3518,,04-11-2023,jack53@hotmail.com,US,LSTD45761809901282,No,Difficult low including how deal value time. Hope such watch step. Surface power long certainly hotel when investment.,85.45134,87.22273,Patrick Dickerson,AB+,001-613-147-3494x9763
bf1c664e-1ffa-4291-860f-961f075579d6,Laura Cole,1953/07/18,F,145-72-9984,,04-03-2025,johnnyashley@yahoo.com,123,UNUH32364217117174,Y,,-23.2728,-13.90501,Matthew Hawkins,,(824)332-6846x87129
29a8cf4d-51a6-445f-8292-e6600c78cf0f,Tracy Khan,1989/08/29,O,222-03-0993,???,12-04-2025,kevincarr@gmail.com,FR,,Yes,Deal base network decide ever. Show arm pattern machine rate statement character. Wrong hard kind start.,69.23036,-86.46611,Billy Gomez,Unknown,270-212-7790x314
4f5a51ca-92ca-4861-9edb-7c56b7ed8f53,Alex Chavez,1928/04/10,Unknown,205-11-0352,???,07-06-2024,vincentjones@gmail.com,DE,VULT61865409894325,No,,-11.57261,-1.65536,Teresa Boyd,O-,506.138.4147x614
46453c23-84c8-4aea-8ff7-7ac77049f20b,Casey Owens,2010/03/01,F,303-04-4727,I10,14-06-2024,blaircarolyn@bowen-chapman.com,FR,PLQF04579185310683,No,"Whom a take per such eight cause. Fire as condition.
Fight summer car operation standard send check woman.",-87.21614,-111.96058,Kenneth Robinson,O-,+1-698-048-4263x998
b2bfbd0b-c8dd-4fd7-aeb3-8e45629779ad,Crystal Coleman,1946/04/20,O,392-29-1044,C34.1,23-09-2024,chloe27@gmail.com,,EQFF02741807276191,No,,-72.03294,62.48982,Leslie Mullen,O-,(150)737-3897
0abfd4a5-000b-4fd2-bffa-e25a312b9ca0,David Brown,1942/05/25,M,033-84-4804,CXX.99,06-06-2023,srichardson@myers.com,123,CAAW80603432718030,1,,86.9844,75.61114,Joseph Berry,O-,001-937-366-0470x020
39476f1b-7ba0-46ed-ba27-3b9eaab5db13,Rebecca Hendricks,1977/08/06,Unknown,583-44-4844,C34.1,12-06-2024,colleen39@wiley.com,DE,VFDN81748298537239,N,"Sing else live poor add. Tree table think.
Million high democratic skin protect. Street her computer anything must.",18.28336,119.90328,,AB+,+1-294-816-8162x1937
8d365d71-7cc0-415a-aa54-50a1a543d507,Aaron Joseph,1956/01/04,O,XXX-XX-XXXX,CXX.99,unknown,rpatel@yahoo.com,123,NZPN29541840613928,Y,,24.33841,130.39694,Gabriel Chavez,A+,001-141-716-4110x4240
5de2e7da-35aa-466a-b77d-b1ac32281558,Lisa Lewis,1981/04/17,O,029-75-2352,F32.1,16-08-2024,robinjohnson@hotmail.com,CA,TJAB67931553869622,1,Job property general degree pressure level. And sure rather place lot. Animal market real fast response body hand.,57.85689,50.38397,Heather Washington,O-,971-999-3702x9097
19905fac-3487-44e8-9efb-3a3ea7aa7ebf,Diana Dominguez,1933/08/12,F,720-82-5159,,31-01-2025,orojas@martinez.org,BR,,Yes,Theory same the. Smile quickly support stock main. Cause report travel bill again dark.,-24.28995,15.74995,Kayla Ali,A+,030.485.9437
76602418-c40b-4ede-9ce5-01c233f0d70e,Jennifer Davis,1967/05/05,,XXX-XX-XXXX,J45.9,unknown,torresmark@yahoo.com,CA,UVSU17789321775362,Y,Pick remain toward scene. Give scene Republican agree mother may future.,-18.48724,8.60097,Holly Russell,O-,(941)129-2661
27991992-dfdd-4b04-a2b0-434fc3df931d,Kevin Ayala,1938/05/21,F,844-79-3875,J45.9,20-01-2024,brandonchavez@hotmail.com,123,UJPG03679436757436,,Mouth box by scene best nearly mouth. Language Congress improve artist effort. Hotel skin less statement worker.,-59.39004,-120.131,Mr. Joseph Price,Unknown,001-184-998-8610x472
ca4b253c-01ab-425b-b2c9-78ce028ab68e,Shannon Brown,1994/09/04,Unknown,044-87-8514,Z00.0,25-02-2024,raymondgomez@gmail.com,,,Yes,System half girl animal fish half policy consumer. Occur later fear clearly now land.,60.91034,64.42734,,,000-0000
